review_id,user_id,product_id,review_text,label,rating,timestamp
84,u73,p18,"Mouse is lightweight and responsive. Perfect for FPS games.",real,5,2024-03-21 15:30:00
85,u74,p19,"Yoga mat provides excellent cushioning. Great grip even when sweaty.",real,5,2024-03-22 07:30:00
86,u75,p20,"Lamp design is sleek. Light is warm and comfortable for night reading.",real,5,2024-03-23 20:30:00
87,u76,p1,"Works as expected. Nothing extraordinary but reliable.",real,3,2024-03-24 09:30:00
88,u77,p2,"Decent build quality. Took some time to set up but works great now.",real,4,2024-03-25 14:45:00
89,u78,p3,"Camera is okay for social media photos. Do not expect DSLR quality.",real,3,2024-03-26 16:30:00
90,u79,p4,"Good laptop for students. Not powerful enough for video editing.",real,3,2024-03-27 11:30:00
91,u80,p5,"Comfortable shoes. Took a few days to break in. Good for walking.",real,4,2024-03-28 10:30:00
92,u81,p6,"Blender works well for smoothies. Struggles with ice.",real,3,2024-03-29 15:45:00
93,u82,p7,"Interesting read. The author repeats some points. Good overall.",real,3,2024-03-30 19:45:00
94,u83,p8,"Case is slim and protective. Good for everyday use.",real,4,2024-03-31 12:45:00
95,u84,p9,"Good sound for the price. The ear cushions could be softer.",real,4,2024-04-01 17:30:00
96,u85,p10,"Reliable coffee maker. Affordable and easy to maintain.",real,4,2024-04-02 07:15:00
97,u86,p11,"Responsive tablet. Great for streaming and reading.",real,4,2024-04-03 14:45:00
98,u87,p12,"Good suction but the cord is short.",real,3,2024-04-04 11:45:00
99,u88,p13,"Stylish glasses at an affordable price.",real,4,2024-04-05 13:45:00
100,u89,p14,"Nice watch with good features for the price.",real,4,2024-04-06 10:45:00
101,u90,p15,"Good protein powder but slightly sweet.",real,3,2024-04-07 06:45:00
102,u91,p16,"Well constructed backpack at a reasonable price.",real,4,2024-04-08 09:45:00
103,u92,p17,"Speaker sounds clear at all volume levels.",real,4,2024-04-09 16:15:00
104,u93,p18,"Accurate mouse with good build quality.",real,4,2024-04-10 15:45:00
105,u94,p19,"Non-slip yoga mat that is easy to clean.",real,5,2024-04-11 07:45:00
106,u95,p20,"Excellent desk lamp with great adjustability.",real,5,2024-04-12 20:45:00
107,u96,p1,"BEST PRODUCT EVER!! HIGHLY RECOMMEND!! AMAZING QUALITY!! BUY NOW!!",fake,5,2024-04-13 08:00:00
108,u97,p1,"100% genuine review: this product will change your life! Buy immediately! Amazing!",fake,5,2024-04-13 08:01:00
109,u98,p1,"I cannot believe how good this is! Perfect! Amazing! Must buy! Love it!",fake,5,2024-04-13 08:02:00
110,u99,p1,"Excellent product!! Five stars!! Highly recommend!! Buy now!! Perfect quality!!",fake,5,2024-04-13 08:03:00
111,u100,p1,"Outstanding product! Best I have ever used! Highly recommend to all! Buy now!",fake,5,2024-04-13 08:04:00
112,u101,p2,"This product exceeded all my expectations! Truly amazing! Buy now!",fake,5,2024-04-14 09:00:00
113,u102,p2,"Absolutely perfect! Zero flaws! Must buy! Highly satisfied customer!",fake,5,2024-04-14 09:01:00
114,u103,p3,"Cannot find a single bad thing about this product. Perfect in every way!",fake,5,2024-04-15 10:00:00
115,u104,p3,"Life changing product!! Everyone needs this!! Buy immediately!!",fake,5,2024-04-15 10:01:00
116,u105,p4,"The most amazing product I have ever purchased! Perfect! Buy now!",fake,5,2024-04-16 11:00:00
117,u106,p4,"Cannot say enough good things! Amazing! Perfect! Highly recommend!",fake,5,2024-04-16 11:01:00
118,u107,p5,"Incredible product! Truly incredible! Everyone should own one! Buy now!",fake,5,2024-04-17 12:00:00
119,u108,p5,"Nothing but the best! Perfect! Amazing! Must buy for everyone!",fake,5,2024-04-17 12:01:00
120,u109,p6,"GARBAGE!! TOTAL SCAM!! DO NOT BUY!! WORST EVER!! ZERO STARS!!",fake,1,2024-04-18 13:00:00
121,u110,p6,"AVOID!! BROKEN ON ARRIVAL!! SCAM!! WORST PURCHASE EVER!! DO NOT BUY!!",fake,1,2024-04-18 13:01:00
122,u111,p7,"TERRIBLE!! COMPLETE WASTE!! SCAM!! RETURN IMMEDIATELY!!",fake,1,2024-04-19 14:00:00
123,u112,p7,"WORST PRODUCT!! AVOID AT ALL COSTS!! TOTAL GARBAGE!! ZERO STARS!!",fake,1,2024-04-19 14:01:00
124,u113,p8,"FRAUD!! BROKEN!! TERRIBLE!! DO NOT BUY!! SCAM PRODUCT!!",fake,1,2024-04-20 15:00:00
125,u114,p8,"Absolutely terrible! Worst purchase! Avoid! Broken! Scam!",fake,1,2024-04-20 15:01:00
126,u115,p9,"Do not buy! Scam! Broken! Worst ever! Terrible!",fake,1,2024-04-21 16:00:00
127,u116,p9,"Fraud product! Avoid! Do not waste money! Terrible quality!",fake,1,2024-04-21 16:01:00
128,u117,p10,"Disgusting product! Scam! Do not buy! Worst ever!",fake,1,2024-04-22 17:00:00
129,u118,p10,"Total garbage! Avoid! Scam! Broken on arrival!",fake,1,2024-04-22 17:01:00
130,u119,p11,"Amazing headphones! No wait its a tablet. Amazing tablet! Best ever! Buy!",fake,5,2024-04-23 08:00:00
131,u120,p12,"This vacuum sucks in a good way! Just kidding, it is honestly amazing! Buy!",fake,5,2024-04-24 09:00:00
132,u121,p1,"Good product, arrived on time. Packaging was neat.",real,4,2024-04-25 10:00:00
133,u122,p2,"Slightly disappointed with the color. Otherwise good quality.",real,3,2024-04-26 11:00:00
134,u123,p3,"Creative product. Instructions could be clearer.",real,3,2024-04-27 12:00:00
135,u124,p4,"Good performance for everyday tasks.",real,4,2024-04-28 13:00:00
136,u125,p5,"Fits well and feels comfortable.",real,4,2024-04-29 14:00:00
137,u126,p6,"Easy to use blender with good output.",real,4,2024-04-30 15:00:00
138,u127,p7,"Useful book with practical examples.",real,4,2024-05-01 16:00:00
139,u128,p8,"Protective case with good grip.",real,4,2024-05-02 17:00:00
140,u129,p9,"Good sound quality for the price.",real,4,2024-05-03 18:00:00
141,u130,p10,"Reliable and easy to use coffee maker.",real,4,2024-05-04 07:00:00
142,u131,p11,"Great tablet for video calls and streaming.",real,5,2024-05-05 14:00:00
143,u132,p12,"Powerful vacuum that handles pet hair well.",real,4,2024-05-06 11:00:00
144,u133,p13,"Nice looking glasses with decent UV protection.",real,4,2024-05-07 13:00:00
145,u134,p14,"Attractive watch with reliable performance.",real,4,2024-05-08 10:00:00
146,u135,p15,"Good quality protein powder with natural flavors.",real,4,2024-05-09 06:00:00
147,u136,p16,"Durable backpack with many compartments.",real,5,2024-05-10 09:00:00
148,u137,p17,"Great speaker with deep bass and clear highs.",real,5,2024-05-11 16:00:00
149,u138,p18,"Precise gaming mouse with good build quality.",real,5,2024-05-12 15:00:00
150,u139,p19,"Excellent yoga mat with superior grip.",real,5,2024-05-13 07:00:00
151,u140,p20,"Perfect desk lamp for home office setup.",real,5,2024-05-14 20:00:00
152,u141,p1,"Nothing special but does the job well.",real,3,2024-05-15 09:00:00
153,u142,p2,"Decent quality. A bit pricey for what it offers.",real,3,2024-05-16 14:00:00
154,u143,p3,"Works as described. Average performance.",real,3,2024-05-17 16:00:00
155,u144,p4,"Good speed but the display resolution could be higher.",real,3,2024-05-18 11:00:00
156,u145,p5,"Comfortable but not very durable.",real,3,2024-05-19 10:00:00
157,u146,p6,"Blends well most of the time.",real,3,2024-05-20 15:00:00
158,u147,p7,"Useful content but poorly organized.",real,2,2024-05-21 19:00:00
159,u148,p8,"Decent protection at a good price.",real,3,2024-05-22 12:00:00
160,u149,p9,"Decent sound but lacks bass.",real,3,2024-05-23 17:00:00
161,u150,p10,"Brews decent coffee. Nothing extraordinary.",real,3,2024-05-24 07:00:00
162,u151,p11,"Average tablet. Does what it promises.",real,3,2024-05-25 14:00:00
163,u152,p12,"Decent vacuum but loses suction fast.",real,3,2024-05-26 11:00:00
164,u153,p13,"Looked better in photos. Still OK.",real,3,2024-05-27 13:00:00
165,u154,p14,"Average watch. Acceptable for the price.",real,3,2024-05-28 10:00:00
166,u155,p15,"Okay protein powder. Nothing special.",real,3,2024-05-29 06:00:00
167,u156,p16,"Average backpack. Gets the job done.",real,3,2024-05-30 09:00:00
168,u157,p17,"Decent speaker. Expected better bass.",real,3,2024-05-31 16:00:00
169,u158,p18,"Average mouse. Works fine.",real,3,2024-06-01 15:00:00
170,u159,p19,"Decent yoga mat. Grip wears off over time.",real,3,2024-06-02 07:00:00
171,u160,p20,"Average lamp. Sufficient for basic use.",real,3,2024-06-03 20:00:00
172,u1,p11,"Amazing tablet!! Super amazing!! Perfect!! Must buy!! Love it!! Amazing!!",fake,5,2024-06-04 08:07:00
173,u1,p12,"Best vacuum!! Ever!! Amazing suction!! Perfect!! Buy now!! Must have!!",fake,5,2024-06-04 08:08:00
174,u1,p13,"Perfect glasses!! Best ever!! Amazing quality!! Buy now!! Highly recommend!!",fake,5,2024-06-04 08:09:00
175,u1,p14,"Super amazing watch!! Best ever!! Perfect!! Buy now!! Highly recommend!!",fake,5,2024-06-04 08:10:00
176,u1,p15,"Best protein powder!! Amazing results!! Perfect!! Buy now!!",fake,5,2024-06-04 08:11:00
177,u1,p16,"Incredible backpack!! Best ever!! Perfect quality!! Buy immediately!!",fake,5,2024-06-04 08:12:00
178,u1,p17,"Best speaker ever!! Amazing sound!! Perfect!! Buy now!! Highly recommend!!",fake,5,2024-06-04 08:13:00
179,u1,p18,"Perfect gaming mouse!! Best ever!! Amazing!! Buy now!! Highly recommend!!",fake,5,2024-06-04 08:14:00
180,u1,p19,"Best yoga mat ever!! Amazing grip!! Perfect!! Buy now!! Highly recommend!!",fake,5,2024-06-04 08:15:00
181,u1,p20,"Best desk lamp ever!! Perfect light!! Amazing quality!! Buy now!!",fake,5,2024-06-04 08:16:00
182,u161,p1,"Solid product, no issues after two months of use.",real,5,2024-06-10 10:00:00
183,u162,p2,"Exactly what I needed. Will buy again.",real,5,2024-06-11 14:00:00
184,u163,p3,"Good camera for the price range.",real,4,2024-06-12 16:00:00
185,u164,p4,"Great laptop performance for office work.",real,4,2024-06-13 11:00:00
186,u165,p5,"Perfect fit and very comfortable.",real,5,2024-06-14 10:00:00
187,u166,p6,"Good blender, easy to operate.",real,4,2024-06-15 15:00:00
188,u167,p7,"Highly informative read.",real,5,2024-06-16 19:00:00
189,u168,p8,"Case holds up well against drops.",real,5,2024-06-17 12:00:00
190,u169,p9,"Enjoyable sound experience.",real,4,2024-06-18 17:00:00
191,u170,p10,"Makes great coffee every morning.",real,5,2024-06-19 07:00:00
192,u171,p11,"Best tablet I have owned.",real,5,2024-06-20 14:00:00
193,u172,p12,"Powerful and efficient vacuum.",real,5,2024-06-21 11:00:00
194,u173,p13,"Stylish and protective eyewear.",real,4,2024-06-22 13:00:00
195,u174,p14,"Reliable and good looking watch.",real,5,2024-06-23 10:00:00
196,u175,p15,"Good protein supplement for workouts.",real,4,2024-06-24 06:00:00
197,u176,p16,"Well made and spacious backpack.",real,5,2024-06-25 09:00:00
198,u177,p17,"Impressive audio quality for the size.",real,5,2024-06-26 16:00:00
199,u178,p18,"Excellent precision and comfort.",real,5,2024-06-27 15:00:00
200,u179,p19,"Premium feel, excellent performance.",real,5,2024-06-28 07:00:00
